0,1,source_pdf,page,table_num,2,3,4,5,6,7,8
,"addition and economic diversification in resource-rich countries, while fully preserving",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"sovereign rights over their mineral resources, as well as their right to adopt, maintain and",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
enforce measures necessary to pursue legitimate public policy objectives.,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
9,3. We affirm that cooperation within and through BRICS is fundamental to contributing,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
to the global effort towards a sustainable future and equitable and just transitions for all.,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"We underscore the importance of the conservation and sustainable use of biodiversity, of",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"the fair, equitable sharing of benefits arising from the utilization of genetic resources and",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"of the effective implementation of the Convention on Biological Diversity, its Protocols,",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
and,its  Kunming-Montreal  Global  Biodiversity  Framework.  We  appreciated,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,the
establishment  of  the  Kunming  Biodiversity  Fund  and  the  contribution  made  by  the,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
Government  of  China  and  recognized  its  significant  role  in  supporting  developing,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
countries,for,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,their  biodiversity,conservation,and,the  great,contribution,to,the
implementation of the Kunming-Montreal Global Biodiversity Framework. We recognize,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"the active role of BRICS countries in the COP16 negotiations, particularly in advancing",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"resource mobilization. We urge developed countries to ensure the provision of adequate,",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"effective, predictable, timely and accessible financial resources to developing countries,",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"as  well  as  to  improve  capacity  building,  development  and  transfer  of  technology  to",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"developing countries for the conservation, sustainable use and fair and equitable sharing",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
of benefits arising from the use of biodiversity. We underscore the critical role of all types,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"of forests, including tropical forests, for conserving biodiversity, preserving water basins",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
and soils and providing timber and non-timber forest products of high value for economic,,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
"sectors, regulating hydrological cycles, as well as combatting desertification and serving",,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"rights including the right to development in a fair and equal manner, on the same footing",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"and with the same emphasis. In this context, we agree to strengthen cooperation on issues",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"of common interests, both within BRICS and in multilateral fora, taking into account the",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"necessity to promote, protect and fulfil human rights in a non-selective, non-politicized",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"and  constructive  manner  and  without  double  standards,  constructive  dialogue  and",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"cooperation. We call for the respect of democracy and human rights. In this regard, we",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,underline that they should be implemented on the level of global governance as well as,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,at national level. We reaffirm our commitment to ensuring the promotion and protection,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"of democracy, human rights and fundamental freedoms for all with the aim to build a",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,brighter  shared  future  for  the  international  community  based  on  mutually  beneficial,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
cooperation.,,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
1,"04.  We  reiterate  the  need  to  intensify  the  fight  against  racism,  racial  discrimination,",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
"xenophobia and related intolerance as well as discrimination based on religion, faith or",,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
"belief, and all their contemporary forms around the world, including the alarming trends",,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"of rising hate speech, disinformation and misinformation. We welcome the proclamation",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"of a Second International Decade for People of African Descent (2025 – 2034), by the",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,UN General Assembly. We welcome of the decision of the African Union to designate,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,2025  as  the  year  for  “Justice  for  Africans  and  People  of  African  Descent  Through,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,Reparations”  and  recognize  the  efforts  of  the  African  Union  to  tackle  the  destructive,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,legacy of colonialism and the slave trade.,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
1,05. In the context of the 30th anniversary of the Beijing Declaration and Platform for,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"Action, we reaffirm our commitment to advancing women’s rights and leadership across",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,all sectors. We underline the importance of women's empowerment and of ensuring their,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"full,  equal  and  meaningful  participation  in  all  spheres  of  society,  including  access  to",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"education and trading, and their active participation in decision-making processes, which",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"are fundamental for the achievement of equality, development and peace. We emphasize",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
the,role  of  women,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,and  girls,in,"sustainable  development,",climate,action,and,
,"entrepreneurship, especially in the Global South. We acknowledge discussions promoted",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,under the Brazilian Chairship related to the impacts over women of online misogyny and,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"disinformation and we underscore the need to ensure women’s safety, voice and active",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"participation in bridging the digital divide, including the gender digital gap. We commit",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,to  advancing  women’s  full  and  equal  participation  in  the  economy  through  policy,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,measures  such  as  expanding  access,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,"to  affordable  childcare,  promoting  women’s",,,
,"leadership  in  STEM  sectors,  and  strengthening  legal  protections  for  women  against",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,discrimination and all forms of violence in the workplace.,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
1,06.  We  take  note  with  appreciation  of  the  progress  achieved  during  the  XV  BRICS,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"Health Ministers’ Meeting, held in Brasília on June 17, 2025, and the commitments made",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,to strengthen health cooperation. We welcome fostering closer ties among BRICS health,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"institutions and support the initiatives of the BRICS R&D Vaccine Center, including the",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"Electronic R&D Stock,  the operations of the BRICS TB Research Network, as well as",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,initiatives to ensure the ethical and effective use of artificial intelligence and robust data,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,governance in health systems. We reiterate the importance of these actions in promoting,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"resilient,  equitable,  and  inclusive  health  systems,  aiming  to  achieve  universal  health",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,coverage and ensuring fair and timely access to essential health goods and health care,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,"services, including medicines, vaccines, and diagnostics. We acknowledge that BRICS",250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,cooperation on countering TB and AMR as well as strengthening capacities in preventing,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
,communicable and noncommunicable diseases and other health issues experience sharing,250705 - BRICS - Leaders Declaration - EN.pdf,26,25,,,,,,,
"including on traditional medicine systems, digital health greatly contributes to relevant",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
international  efforts.  We  recognize  the  BRICS  Network  of  Reseach  in  Public  Health,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
Systems is a vital forum for collaboration among high-level public health organizations,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
of the BRICS countries. We acknowledge the need for cooperation in the area of nuclear,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"medicine and radio pharmacy, within the BRICS Nuclear Medicine Working Group. We",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
also  stress  the  importance  of  advancing  voluntary  regulatory  convergence  through  the,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
BRICS Medical Products Regulatory Authorities initiative.,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"1
07. We commend the efforts undertaken towards the development of the Partnership for",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
the Elimination of Socially Determined Diseases. We launch this initiative recognizing it,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
as  a  milestone  that  reflects  our  shared  commitment  to  advancing  health  equity  and,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"strengthening  the  global  health  architecture.  By  prioritizing  integrated,  multisectoral",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"responses, we aim to tackle the root causes of health disparities, such as poverty and social",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"exclusion,  enhancing  cooperation,  mobilizing  resources,  and  fostering  innovation  to",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
ensure a healthier future for all.,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"1
08. We recognize the fundamental role of primary health care as a key foundation for",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"Universal Health Coverage and health system resilience, as  well  as  on prevention and",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
response to public health emergencies. We look forward to the successful holding of the,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
4th  High-Level  of  the  UN  General  Assembly  on  the  Prevention  and  Control  of  Non-,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"Communicable Diseases and the Promotion of Mental Health Wellbeing, which should",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"discuss important aspects of the prevention, detection and treatment of these diseases.",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"1
09. We welcome the adoption of the BRICS Technical and Vocational Education and",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
Training  (TVET) Cooperation  Alliance Charter at the Meeting of BRICS Ministers  of,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
Education. The Charter reaffirms our collective commitment to enhancing technical and,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"vocational  education  and  training,  which  remains  a  strategic  priority  in  advancing",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
sustainable development and promoting social inclusion across our nations. We further,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
acknowledge  with  satisfaction  the  significant  institutional  strengthening  of  the  BRICS,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"Network  University 
(BRICS-NU),  which 
celebrates 
its 
10th",anniversary  with,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"improvements over the number of participating institutions per country, the involvement",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"of  new  member  states,  and  the  diversification  of  thematic  areas  for  cooperation.  We",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
recognize  the  important  contributions  of  the  BRICS-NU  in  fostering  direct  dialogue,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
between  our  academic  institutions  and  look  forward  to  further  strengthening  these,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"exchanges 
in 
the  years  ahead.  We 
reaffirm  our  commitment","to 
further  explore",250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
comprehensive  quality  evaluation  system  for  BRICS  universities  and  ensure  quality,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
education for its recognition within BRICS.,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"1
10.  We  welcome  the  establishment  of  a  BRICS  platform  on  cultural  and  creative",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
industries  and  creative  economy  within  the  BRICS  Working  Group  on  Culture;  and,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"encourage  members, 
their  respective  cultural  entities  and  financial","institutions, 
to",250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
formulate programs to support and foster the cultural and creative economies of BRICS,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"member  countries,  recognizing  the  growing  economic  weight  and  contribution  of  the",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
cultural and creative sectors to the overall economy.,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"1
11.  We  stress  the  importance  of  the  return  of  cultural  property  and  heritage  to  their",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
countries  of  origin  and  its  potential  for  rebuilding  international  relations  in  a  non-,,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"hierarchical, cooperative basis, and we recognise the need for a more robust international",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"framework on the matter; as a path for promoting social cohesion, cultural and historical",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"justice, reconciliation, and collective memory.",,250705 - BRICS - Leaders Declaration - EN.pdf,27,26,,,,,,,
"112.  We  stress  our  commitment  to  enhancing  international  cooperation  in  education,",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"science,  culture,  communication  and 
information 
in  view  of",the  complexity  of,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
contemporary challenges and transformations and in this regard note the relevance of the,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
principles set forth in the UNESCO Constitution and its mandate to foster cooperation,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"and peace through international collaboration that should be based on equality, dialogue,",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"mandated  programmatic  activities  and 
the  spirit  of  consensus.  We  underscore",the,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
importance for the BRICS cooperation in the fields of preserving cultural heritage and,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
culture. Recalling the UNESCO World Conference on Cultural Policies and Sustainable,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"Development, and both the G20 New Delhi and Rio de Janeiro Leaders’ Declarations, we",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"recognize culture’s power as a catalyst for sustainable development including creativity,",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"innovation  and  inclusive  economic  growth,  as  well  as  its  intrinsic  value  in  nurturing",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"solidarity,  dialogue, 
collaboration 
and 
cooperation, 
in 
all  dimensions 
and",from,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
all perspectives.,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
1,13. We emphasize that all BRICS countries have rich traditional sport culture and agree,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"to support each other in the promotion of traditional, local and indigenous sports among",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
BRICS countries and around the world. We also emphasize the importance of enhancing,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"cooperation in various areas of sports, including the development of national, traditional",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"and  non-Olympic  Sports,  the  encouragement  of  athletes  to  participate  in  international",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"sporting events held on the territory of BRICS countries, and the exchange of views on",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
issues of common concern in the field of physical culture and sports. We welcome the,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
adoption of the Memorandum of Understanding on cooperation in the field of physical,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
culture  and  sport  during  the  BRICS  Sports  Ministers  Meeting  and  acknowledge  the,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"requirement  of  a  BRICS  States  Sport  Cooperation  Framework 
for  supporting",its,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
implementation.,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
1,"14. We commend the progress made by BRICS countries in promoting high-quality, full",250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"and  productive  employment  through  sustainable  development  and  inclusive,  human-",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
centered labor  markets. We  recognize  that  Artificial Intelligence is  transforming labor,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"relations, creating new employment opportunities but also posing challenges such as job",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"displacement and inequality. As women, youth, older workers, people with disabilities",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
,and other people in vulnerable situations are especially at risk from the adverse impacts,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"of digital transitions, we commit to inclusive policies that harness technology responsibly",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"to ensure AI for good and for all, taking into account national policies, regulations, and",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"applicable  international  agreements,  and  to  improve  life-long  learning  to  build  digital",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"skills, while strengthening social protection, protecting workers’ rights and preserving the",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
centrality of the human being. We recognize the critical importance of actively engaging,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
key  partners  to  promote  social  dialogue  and  create  decent  work  in  the  context  of,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"addressing the impacts of climate change and achieving a just transition in all sectors,",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
including the informal economy.,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
1,15.  We  reaffirm  the  importance  of  BRICS  people-to-people  exchanges  in  enhancing,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"mutual  understanding,  friendship  and  cooperation.  We  acknowledge  that  people-to-",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
people  exchanges  play  an  essential  role  in  enriching  our  societies  and  developing  our,,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"economies and appreciate the progress made under Brazil’s Chairship in 2025, including",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"the  Parliamentary  Forum,  the  Business  Council,  the  Women’s  Business  Alliance,  the",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"Youth Council, the Trade Union Forum, the Think Tank Council, the Academic Forum,",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"the  Deans  Forum,  the  Civil  Council,  the  Small  and  Medium  Enterprises  Forum,  the",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
"Association  of  Cities  and  Municipalities,  the  Supreme  Audit  Institutions,  the  Legal",,250705 - BRICS - Leaders Declaration - EN.pdf,28,27,,,,,,,
,"Forum,  the  BRICS  Supreme  Court  Presidents  Meeting  and  the  Meeting  of  Heads  of",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
BRICS Prosecution Services.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,"16. We call for more efforts to respect diversity of cultures, highly value inheritance,",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"innovation 
and 
creativity, 
jointly 
advocate",robust,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,international  people-to-people,,,,,,
"exchanges  and  cooperation  and 
recognize","the  adoption  of 
the  UNGA",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,resolution,,,,,,
A/res/78/286 entitled “International Day for Dialogue among Civilizations”.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,"17.  We  commend  the  successful  holding  of  the  XI  BRICS  Parliamentary  Forum,",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
including  the  Meeting  of  Women  Parliamentarians  and  the  Meeting  of  International,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"Affairs  Committee  Chairpersons,  in  Brasilia  from  3  to  5  June  2025.  Parliamentary",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"diplomacy and inter-parliamentary cooperation are key pillars of our collective efforts,",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"serving as a unique channel to foster mutual understanding, build trust among nations,",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"and  support  the  peaceful  resolution  of  conflicts,  in  order  to  promote  inclusiveness,",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"solidarity, and sustainable development.",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,"18. We reaffirm the need to strengthen youth public policies in our countries, supported",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"by structured funding at national and international levels, reliable data, and the exchange",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"of best practices. We recognize the added value of youth-led fora, dialogues and programs",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"in comprehensive areas of cooperation, and we will promote inclusive youth employment",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
policies that support school-to-work transitions and expand access to vocational training.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"We  call  on  BRICS  to  jointly  engage  youth  in  the  BRICS  agenda,  produce  knowledge",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
about their youth and ensure that BRICS initiatives reflect young people’s interests. In,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"this context, we welcome the 11th BRICS Youth Summit, held in June 2025 in Brasília,",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
which adopted a new Memorandum of Understanding on Youth Cooperation.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,19.  We  appreciate  the  progress  made  by  BRICS  countries  in  affordable  housing  and,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
advancing in mitigation and adaptation policies on the way to promote a just and resilient,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"urban  transition  including  all  urban  services,  with  a  focus  on  reducing  inequality  and",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
commend the work of the BRICS Urbanization Forum to further strengthen collaboration,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"between government and societies at all levels, in all BRICS countries in implementing",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
the  2030  Agenda  for  Sustainable  Development  and  promoting  the  localization  of  the,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
SDGs.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,20. We commend the BRICS Business Council (BBC) for its contributions to the BRICS,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"2025 agenda through policy recommendations, especially to boost intra-BRICS trade via",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"digitalization  and  regulatory  cooperation,  expand",innovative  financing,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,"instruments,",,,,,,
"enhance logistics connectivity and increase air traffic routes among BRICS, support the",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"energy  transition,  foster  smart  agricultural  technologies  to  advance  food  security  and",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"improved nutrition, and develop skills for fair participation in the sustainable and digital",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"economy. 
  We  equally  appreciate","the  BBC  action-driven 
initiatives",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,"that 
leverage",,,,,,
"government  action  in  these  areas,  as  well  as  the  successful  conduction  of  the  BRICS",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
Business Forum and the BRICS Solutions Awards.,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
1,21. We recognize the vital role of women’s economic participation in driving sustainable,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
growth and commend the Women Business Alliance (WBA)’s policy recommendations,,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"to tackle structural, barriers—especially in access to credit, education and healthcare. We",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
"acknowledge women’s contribution in advancing climate-smart agriculture, and the need",,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,to assure fair opportunities to thrive in the sustainable and digital economy. We commend,250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
,"WBA initiatives to support women-led businesses, including continued efforts such as",250705 - BRICS - Leaders Declaration - EN.pdf,29,28,,,,,,,
